Complaint_ID,Complaint_Text,Category
SWG877991,Tracking is completely inaccurate. Shows delivered but I haven't received anything. This is not what I expected from Swiggy.,Tracking Issue
SWG939230,Offer not applied correctly during checkout process. Please improve your service quality.,Coupon/Offer Issue
SWG998397,No response from restaurant staff when trying to discuss order issues. This needs immediate attention.,Non-Responsive Restaurant
SWG809794,Inconsistent order updates. Can't rely on the status information.,Inconsistent Order Status
SWG690525,Received conflicting status updates via SMS and app notifications.,Inconsistent Order Status
SWG377501,This is unacceptable. Order tracking shows wrong location and estimated time keeps changing.,Tracking Issue
SWG634299,Refund status shows completed but amount not reflected in account.,Refund Issue
SWG572161,This is very frustrating. The delivery executive was late and blamed me for the delay. Please improve your service quality.,Delivery Executive Issue
SWG842084,Food packaging was completely damaged and looked unsafe to eat.,Unhygienic Packaging
SWG757063,Payment deducted twice for the same order. Need immediate refund.,Payment Issue
SWG577538,Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG109166,GPS location issue caused delivery delay and confusion. I am losing trust in Swiggy.,Delivery Location Issue
SWG174878,This has happened multiple times. The order tracking is not working properly. I can't see where my order is.,Tracking Issue
SWG554803,Poor service from restaurant staff. They were very rude.,Restaurant Service Issue
SWG105874,Payment option not working properly during checkout process. I hope this gets resolved soon.,Payment Issue
SWG152046,Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG742321,This is unacceptable. Promised refund but haven't received money back in my account. I hope this gets resolved soon.,Refund Issue
SWG929420,This ruined my entire meal experience. Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG326053,Unhygienic packaging with stains and poor quality containers.,Unhygienic Packaging
SWG503263,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG741491,This has happened multiple times. The food was of terrible quality. Completely inedible and waste of money.,Food Quality Issue
SWG366776,Delivery executive didn't follow delivery instructions and was arrogant.,Delivery Executive Issue
SWG908184,Double payment charged for single order. Refund not processed yet. Please take necessary action.,Payment Issue
SWG688947,Wrong refund amount credited. Need to get the correct amount back. Please improve your service quality.,Refund Issue
SWG158104,Restaurant cancelled my order at the last minute without proper reason. This needs immediate attention.,Order Cancellation
SWG194351,Please take immediate action. Location services not working properly leading to delivery problems. Please help resolve this matter urgently.,Delivery Location Issue
SWG586806,This is unacceptable. Half of the ordered items are missing from the delivery.,Missing Items
SWG574843,Very poor service quality. Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG284431,Got someone else's order. The items are completely different.,Incorrect Order
SWG559398,Very poor service quality. Delivery tracking shows wrong delivery executive details and location.,Tracking Issue
SWG871711,Unable to track my order. The app shows no information about delivery status. This is really disappointing.,Tracking Issue
SWG709970,Location detection not working in the app. Shows wrong address. I want a proper explanation for this.,App Technical Issue
SWG736795,Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG620248,Food temperature was very low. Seems like prepared much earlier. This is really disappointing.,Cold Food Delivery
SWG348247,I am extremely disappointed. Restaurant didn't follow special cooking instructions provided. This is not what I expected from Swiggy.,Restaurant Service Issue
SWG779237,Food delivered 3 hours after estimated time. Completely unacceptable. Please ensure this doesn't happen again.,Late Delivery
SWG578459,Promotional offer not applied even after fulfilling all conditions. Please ensure this doesn't happen again.,Coupon/Offer Issue
SWG516059,Status updates are completely wrong and inconsistent throughout.,Inconsistent Order Status
SWG945097,Very poor service quality. Paid for 4 items but received only 2. Missing items not delivered.,Missing Items
SWG692767,Technical glitch in the app. Cannot complete the checkout process.,App Technical Issue
SWG222314,Poor service from restaurant staff. They were very rude.,Restaurant Service Issue
SWG886512,Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG347582,I expect better service from Swiggy. Order tracking feature is buggy. Shows different status every time I refresh.,Tracking Issue
SWG566222,This is very frustrating. Restaurant not picking up calls for order clarification. I am losing trust in Swiggy.,Non-Responsive Restaurant
SWG724205,Cashback offer not credited after successful order completion.,Coupon/Offer Issue
SWG585854,Food arrived cold despite paying delivery charges. Very unsatisfied. I am losing trust in Swiggy.,Cold Food Delivery
SWG680099,The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG547354,I expect better service from Swiggy. Coupon code not working despite meeting all the criteria. Please ensure this doesn't happen again.,Coupon/Offer Issue
SWG141750,Refund initiated but money not credited to my payment method.,Refund Issue
SWG721895,Cashback offer not credited after successful order completion.,Coupon/Offer Issue
SWG288656,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG323698,Service from restaurant was below expectations. Need improvement.,Restaurant Service Issue
SWG789225,Food quality was very poor. Tasted stale and not fresh.,Food Quality Issue
SWG962813,The food container was cracked and packaging was very poor. Please ensure this doesn't happen again.,Unhygienic Packaging
SWG775143,Order delivered 2 hours late. Very disappointing service. Please take necessary action.,Late Delivery
SWG139178,The order tracking status keeps fluctuating between different stages. Please take necessary action.,Inconsistent Order Status
